author,datasets_cited,num_datasets
"Angkoon Phinyomark, Erik Scheme",nm000243,1
"Matthias Schultze-Kraft, Daniel Birman, Marco Rusconi, Carsten Allefeld, Kai Görgen, Sven Dähne, Benjamin Blankertz, John­–Dylan Haynes",nm000243,1
"Yang Xing, Chen Lv, Huaji Wang, Dongpu Cao, Efstathios Velenis",nm000243,1
"Paul E. Rapp, David O. Keyser, A. M. Albano, Rene S. Hernandez, Douglas Gibson, Robert A. Zambon, W. David Hairston, John Hughes, Andrew D. Krystal, Andrew S. Nichols",nm000243,1
"Shiva Asadzadeh, Tohid Yousefi Rezaii, S. Beheshti, Azra Delpak, S. Meshgini",nm000243,1
"Il-Hwa Kim, Jeong-Woo Kim, Stefan Haufe, Seong–Whan Lee",nm000243,1
"Stefan Haufe, Jeong-Woo Kim, Il-Hwa Kim, Andreas Sonnleitner, Michael Schrauf, Gabriel Curio, Benjamin Blankertz",nm000243,1
"H Zhang, Ricardo Chavarriaga, Zahra Khaliliardali, Liliana Simona Gheorghe, Iñaki Iturrate, José del R. Millán","nm000168,nm000243",2
"Andreas Sonnleitner, Matthias Sebastian Treder, Michael Dinesh Simon, Sven Willmann, Arne Ewald, Axel Buchner, Michael Schrauf",nm000243,1
"József Katona, Tibor Ujbányi, Gergely Sziládi, Attila Kővári",nm000243,1
"Shouyi Wang, Yiqi Zhang, Changxu Wu, Felix Darvas, Wanpracha Art Chaovalitwongse",nm000243,1
"Laura Frølich, Irene Dowding",nm000243,1
"Eshed Ohn-Bar, Ashish Tawari, Sujitha Martin, Mohan Manubhai Trivedi",nm000243,1
"Luis Hernández, Óscar Martínez Mozos, José Manuel Ferrández Vicente, Javier Mauricio Antelis",nm000243,1
"Amin Hekmatmanesh, Pedro H. J. Nardelli, Heikki Handroos",nm000243,1
"Zuoguan Wang, Aysegul Gunduz, Peter Brunner, Anthony L. Ritaccio, Qiang Ji, Gerwin Schalk",nm000243,1
"József Katona, Attila Kővári",nm000243,1
"Zahra Khaliliardali, Ricardo Chavarriaga, Lucian Gheorghe, José del R. Millán",nm000243,1
"Jiarong Wang, Luzheng Bi, Weijie Fei, Cuntai Guan","nm000149,nm000243",2
"Pouya Ahmadian, Stefano Cagnoni, Luca Ascari",nm000243,1
"Trung-Hau Nguyen, Wan‐Young Chung",nm000243,1
"Luzheng Bi, Hui‐Kang Wang, Teng Teng, Cuntai Guan",nm000243,1
"Jiawei Ju, Aberham Genetu Feleke, Longxi Luo, Xinan Fan",nm000243,1
"Sarah Blum, Stefan Debener, Reiner Emkes, Nils Volkening, Sebastian Fudickar, Martin Georg Bleichner",nm000243,1
"Carsten Bogler, Jan Mehnert, Jens M. Steinbrink, John­–Dylan Haynes",nm000243,1
"Janna Protzak, Klaus Gramann",nm000243,1
"Elsa Andrea Kirchner, Su Kyoung Kim, Sirko Straube, Anett Seeland, Hendrik Wöhrle, Mario Michael Krell, Marc Tabie, Manfred W. Fahle",nm000243,1
"Martyna Bogacz, Stephane Hess, Chiara Calastri, Charisma Farheen Choudhury, Faisal Mushtaq, Muhammad Awais, Mohsen Nazemi, Michael A.B. van Eggermond, Alexander Erath",nm000243,1
"M. Haghani, M. Bliemer, B. Farooq, Inhi Kim, Zhi-Bin Li, Cheol Oh, Zahra Shahhoseini, H. MacDougall","nm000243,on004118",2
"Weishan Ye, Jiyuan Wang, Lin Chen, Lifei Dai, Zhe Sun, Zhen Liang","nm000114,nm000243",2
"Lianghua He, Bin Liu, Die Hu, Ying Wen, Meng Wan, Jun Bo Long",nm000243,1
"Lucian Gheorghe, Ricardo Chavarriaga, José del R. Millán",nm000243,1
"Wenwen Chang, Weiliang Meng, Guanghui Yan, Bingtao Zhang, Hao Luo, Rui Gao, Zhifei Yang",nm000243,1
"Nuria Mateos-García, Ana Belén Gil González, Ana de Luis-Reboredo, Belén Pérez-Lancho",nm000243,1
"Xuying Wang, Rui Yang, Mengjie Huang",nm000243,1
"Fotis P. Kalaganis, Nikos A. Laskaris, Elisavet Chatzilari, Spiros Nikolopoulos, Ioannis Yiannis Kompatsiaris","nm000144,nm000243",2
"Jae Seung Bang, JongSuk Choi, Kang Ryoung Park",nm000243,1
"Giovanni Vecchiato, Maria Del Vecchio, Luca Ascari, Sergey Antopolskiy, Fabio Deon, Luca Kubin, Jonas Ambeck-Madsen, Giacomo Rizzolatti, Pietro Avanzini",nm000243,1
"Francesco Ferracuti, Alessandro Freddi, Sabrina Iarlori, Sauro Longhi, Andrea Monteriù, Camillo Porcaro","nm000168,nm000243",2
"Giovanni M. Di Liberto, Michele Barsotti, Giovanni Vecchiato, Jonas Ambeck-Madsen, Maria Del Vecchio, Pietro Avanzini, Luca Ascari","nm000149,nm000173,nm000243",3
"Xiang Guo, Austin Valentine Angulo, Erin Robartes, T. Donna Chen, Arsalan Heydarian",nm000243,1
"Shiva Asadzadeh, Tohid Yousefi Rezaii, Soosan Beheshti, Saeed Meshgini",nm000243,1
"Elise Gemonet, Clément Bougard, Stéphane Masfrand, Vincent Honnêt, Daniel Mestre",nm000243,1
"Marilee Nugent, Giovanni Savino, Christine M. Mulvihill, Mike Lenné, Michael Fitzharris",nm000243,1
"Nabaraj Dahal, Dhandapani Nandagopal, Bernadine Cocks, Vijayalakshmi Ramasamy, Naga Dasari, Paul S. Gaertner",nm000243,1
"Cristy Ho, Charles J. Spence",nm000243,1
"Thomas O. Hancock, Charisma Farheen Choudhury",nm000243,1
"Xinbin Liang, Yang Yu, Yadong Liu, Kaixuan Liu, Kaixuan Liu, Yaru Liu, Yaru Liu, Zongtan Zhou",nm000243,1
"Nathan A. Lutes, Venkata Sriram Siddhardh Nadendla, K. Krishnamurthy",nm000243,1
"Jiawei Ju, Luzheng Bi, Aberham Genetu Feleke",nm000243,1
"Luis Eudave, Miguel Valencia",nm000243,1
"Xinbin Liang, Yaru Liu, Yang Yu, Kaixuan Liu, Yadong Liu, Zongtan Zhou",nm000243,1
"Wojciech Samek, Shinichi Nakajima, Motoaki Kawanabe, Klaus‐Robert Müller",nm000243,1
"Tianqi Liu, Yanjun Qin, Shanghang Zhang, Xiaoming Tao",nm000243,1
"Barış Serim, Michiel Spapé, Giulio Jacucci",nm000243,1
"Amin Hekmatmanesh, Hamed Mohammadi Azni, Huapeng Wu, Mohsen Afsharchi, Ming Li, Heikki Handroos",nm000243,1
"Kongming Jiang, Wei hong YANG, Shidong Huang",nm000243,1
"Suddhasatwa Chakraborty, Debtanu Ray, Ishan Palit",nm000243,1
"N. Mateen, Mehreen Naeem, Muhammad Jawad Khan, Talha Yousaf, Ahsan Ali, Wael A. Altabey, Mohammad N. Noori, S. Kouritem",nm000243,1
"Hermes J. Mora, Esteban J. Pino",nm000243,1
"Marie Lahmer, Christiane Glatz, Verena C. Seibold, Lewis L. Chuang",nm000243,1
"Yihan Wang, Jiaxing Wang, Weiqun Wang, Jianqiang Su, Chayut Bunterngchit, Zeng‐Guang Hou",nm000250,1
"Asma Belhadi, Pedro G. Lind, Youcef Djenouri, Anis Yazidi",nm000250,1
"Valentina Gamboa von Groll, Nikki Leeuwis, Sébastien Rimbert, Aline Roc, Léa Pillette, Fabien Lotte, Maryam Alimardani",nm000250,1
"Kais Belwafi, Fakhreddine Ghaffari","nm000250,nm000339",2
"Dingkun Liu, Zhu Chen, Jingwei Luo, Shijie Lian, Yuheng Chen, Shaojie Hou, Xiaolian Zhu, Dongrui Wu","nm000115,nm000146,nm000250",3
"Sotirios Papadopoulos, Ludovic Darmet, Maciej J Szul, Marco Congedo, James John Bonaiuto, Jérémie Mattout","nm000115,nm000146,nm000250",3
"Xiaoqing Chen, Siyang Li, Yongxue Tu, Ziwei Wang, Dongrui Wu",nm000250,1
"Martin Wimpff, Bruno Aristimunha, Sylvain Chevallier, Bin Yang","nm000250,nm000339",2
"Y. El Ouahidi, Giulia Lioi, Nicolas Farrugia, B. Pasdeloup, Vincent Gripon",nm000250,1
"Martin Wimpff, J. Zerfowski, Bin Yang","nm000177,nm000250",2
"Ihsân Grichi, Mina Jaberi, Tiago Henrique Falk",nm000250,1
"Yidan Ding, Joshua Kosnoff, Bin He",nm000250,1
"Yeeun Lee, Daeun Gwon, Kiyoun Kim, Seokhwan Park, Semin Sohn, Minuck Choi, Minho Choi, Jang-Han Bae, Minkyu Ahn",nm000250,1
"Simanto Saha, Mathias Baumert, Alistair Lee McEwan","nm000177,nm000250",2
"Rui-Yu Zhao, Ian Daly, Xin-Jie He, Rui-Tian Xu, Chong-Feng Wang, Xing-Yu Wang, Andrzej Cichocki, Jing Jin",nm000250,1
"Rebakah Geddam, Pimal Khanpara",nm000250,1
"Kyriaki Kostoglou, Gernot R. Müller-Putz","nm000170,nm000178,nm000250",3
Jincheng Li,"nm000177,nm000250",2
Tuğçe Ballı,nm000250,1
"Maryam Alimardani, Berat Aras",nm000250,1
Aadarsh Thakur,"nm000115,nm000144,nm000146,nm000250",4
"Qianyu Chen, Yi-Hao Zhong, Run-Xuan Tang, Tian-Yi Zhang, Jing Liu, Zi-Yu Jia, Chenyu Liu",nm000250,1
"Zhu Chen, Dingkun Liu, Yuheng Chen, Dongrui Wu","nm000115,nm000146,nm000250",3
"S. Kojima, F. Lotte",nm000250,1
"Igor Boyko, O.V. Pastukh, Ivan Stefanyshyn, O. Lyashuk",nm000250,1
"Zenghui Wang, Jihong Fang, Jun Zhang",nm000268,1
"Debashis Das Chakladar, Sumalyo Datta, Partha Pratim Roy, Vinod A. Prasad","nm000109,nm000268",2
"Nursena Bayğın, Emrah Aydemir, Prabal Datta Barua, Mehmet Bayğın, Şengül Doğan, Türker Tuncer, Ru‐San Tan, U. Rajendra Acharya","nm000109,nm000268",2
Adi Alhudhaif,nm000268,1
"Yu-Xin Qin, Bao-Jiang Li, Wenlong Wang, Xing-Bin Shi, Cheng Peng, Xichao Wang, Haiyan Wang",nm000268,1
"Phattarapong Sawangjai, Manatsanan Trakulruangroj, Chiraphat Boonnag, Maytus Piriyajitakonkij, Rajesh Kumar Tripathy, Thapanun Sudhawiyangkul, Theerawit Wilaiprasitporn","nm000139,nm000311",2
"Do-Yeun Lee, Ji-Hoon Jeong, Byeong-Hoo Lee, Seong–Whan Lee","nm000168,nm000173,nm000311",3
"Hakan Uyanık, Abdulkadir Sengur, Massimo Salvi, Ru‐San Tan, Jen Hong Tan, U. Rajendra Acharya","nm000311,nm000339",2
"Jian Guo Shen, Jinwen Wu, Huajian Liang, Zeguang Zhao, Kunlin Li, Kexin Zhu, Kai Wang, Yu Ma, Wenbo Hu, Chenxu Guo, Yanan Zhang, B. B. Hu",nm000311,1
"Dae-Hyeok Lee, Ji-Hoon Jeong, Hyung-Ju Ahn, Seong–Whan Lee",nm000311,1
"Minji Lee, Hyeong-Yeong Park, Wanjoo Park, Keun-Tae Kim, Yun‐Hee Kim, Ji-Hoon Jeong",nm000311,1
"Rui Zhang, Yadi Chen, Zongxin Xu, Lipeng Zhang, Yuxia Hu, Mingming Chen","nm000151,nm000173,nm000311",3
"Sachin Kansal, Dhruv Garg, Aditya Umesh Upadhyay, Snehil Mittal, Guneet Singh Talwar","nm000173,nm000311",2
"Naveen Kumar Karnam, Anish C. Turlapaty, Shiv Ram Dubey, Balakrishna Gokaraju",nm000311,1
"Wei Xiong, Jiangtong Li, Jie Li, Kun Zhu, Chang-Jun Jiang","nm000109,nm000311",2
"Fenqi Rong, Banghua Yang, Cuntai Guan","nm000149,nm000167,nm000311",3
"Ke Liu, Mingzhao Yang, Xin Xing, Zhuliang Yu, Wei Wu",nm000311,1
"Zhao He, Minghong Cai, Letian Li, Siyuan Tian, Ren-Jie Dai",nm000311,1
"Mohamed Mahmoud Abdelhamid, Amr Wael Abdelmawgod, Mohamed Tharwat Al-Metwally, Abdelrahman Mohamed Hossien, Howida A. Shedeed, Eslam Saeed Fouly, Aya Naser",nm000311,1
"Zihao Wang, Ravi Suppiah",nm000311,1
"Yifan Zhang, Yang Yu, Hao Li, Anqi Wu, Xin Chen, Jinfang Liu, Ling‐Li Zeng, Dewen Hu",nm000311,1
"Michael Pritchard, Felipe Campelo, Harry Goldingay","nm000151,nm000311",2
"Sang‐Joon Kim, Byoung-Hee Kwon, Ji-Hoon Jeong",nm000311,1
"Mensah Sitti, Prince James Adeti",nm000311,1
"Jun Ma, Banghua Yang, Wenzheng Qiu, Jian Zhang, Lin‐Feng Yan, Wen Wang",nm000311,1
"Feifei Zhu, Yurong Li, Zhengyi Shi, Wuxiang Shi",nm000311,1
"Banghua Yang, Jun Ma, Wenzheng Qiu, Yan Zhu, Xia Meng",nm000311,1
"Myoung-Ki Kim, Jeong-Hyun Cho, Ji-Hoon Jeong",nm000311,1
"Andrea Marinoni, Saloua Chlaily, Eduard Khachatrian, T. Eltoft, Sivasakthy Selvakumaran, M. Girolami, C. Jutten",nm000311,1
"Ravi Suppiah, Noori Kim, Khalid Abidi, Anurag Sharma",nm000311,1
"Ravi Suppiah, Anurag Sharma, Noori Kim, Khalid Abidi",nm000311,1
"Shihan Ma, Bo Hu, Tian-Yu Jia, A. Clarke, B. Zicher, A. Caillet, Dario Farina, J. C. Príncipe",nm000311,1
"Feifei Zhu, Yurong Li, Zhengyi Shi, Heng Lin",nm000311,1
"Marta Sánchez Borràs, Sergio Romero, Leidy Y. Serna, Joan Francesc Alonso, Alejandro Bachiller, Miguel Ángel Mañanas, Mónica Rojas-Martínez",nm000311,1
"Roger Pallarès-López, Duarte Folgado, Uriel Magana-Salgado, Jessica Rosendorf, Enya Ryu, Micha Feigin-Almon, H. Gamboa, Luca Daniel, Brian W. Anthony, Praneeth Namburi",nm000311,1
"Mariam Alkandari, Fajer Almanaye, Sarah Alhashan, Dana Alenezi, Alaa Eleyan",nm000311,1
"Yinghui Meng, Nuo Zhu, Duan Li, Jiaofen Nan, Yongquan Xia, Yao Ni, Chuang Han","nm000167,nm000311",2
"T.V. Ahangama, G.M.K.G.G.B. Gurunayake, I.A. Yalpathwala, Janaka Wijayakulasooriya, Tharaka L. Dassanayake, Nalin Harischandra, Kwangtaek Kim, Ruwan D. Ranaweera",nm000311,1
"Tianyuan Liu, Bao Li, Chi Zhang, Panpan Chen, Weichen Zhao, Bin Yan",nm000311,1
"Byeong-Hoo Lee, Jeong-Hyun Cho, Byoung-Hee Kwon",nm000311,1
"Sumeyra U. Demir Kanik, Wenjie Yin, Arzu Güneysu Özgür, Ali Ghadirzadeh, Mårten Björkman, Danica Kragić",nm000311,1
"Weiming Zhang, Xiaodong Zhang, Cheng Xu, Guchuan Zhou, Teng Zhang, Yu Wang",nm000311,1
"Byeong-Hoo Lee, Kang Yin",nm000311,1
"Han Wei Ng, Kavitha P. Thomas, Neethu Robinson, Aung Aung Phyo Wai, Leran Jenny Liang, Nishka Khendry, Aarthy Nagarajan, Cuntai Guan",nm000311,1
"Andres Felipe Ruiz-Olaya, Cristian Felipe Blanco-Díaz, Cristian David Guerrero-Méndez, Teodiano Bastos-Filho, Sebastián Jaramillo-Isaza",nm000311,1
"Hang Sun, Changsheng Li, He Zhang",nm000311,1
"Andrew Y. Paek, Shikha Prashad","nm000178,nm000311",2
"Bhagyasree Kanuparthi, Anish C. Turlapaty, Balakrishna Gokaraju","nm000178,nm000311",2
"Myoung-Ki Kim, Hye-Bin Shin, Jeong-Hyun Cho, Seong–Whan Lee",nm000311,1
"Zheng Dong, Jiao Wu, Yabing Yang, Xue-Liang Bao",nm000311,1
"Luzhou Zheng, Changchen Zhao, Chao Zhang, Shichao Cheng, Jianhai Zhang",nm000311,1
"Sriram V.C. Nallani, Gautham Ramachandran",nm000311,1
"Pierre Guetschel, Bruno Aristimunha, D. Truong, Kuntal Kokate, Michael Tangermann, A. Delorme","nm000114,nm000311,on005505,on005506,on005507,on005508,on005509,on005510,on005511,on005512,on005514,on005515",12
"Jiaofen Nan, Xueqi Jin, Jingjing Lin, Li Conghui, Duan Li, Qian Zheng",nm000311,1
"Yinghui Meng, Jiaoshuai Song, Wen Feng, Duan Li, Jiaofen Nan, Fubao Zhu, Changxiang Yuan","nm000151,nm000311",2
"Jorge G. Perez-Blanco, Joel C. Huegel, Luis G. Hernández-Rojas, Amanda Valdez-Calderon, Héctor Lizárraga-Torreblanca, David Cruz-Ortiz, Mariana Ballesteros, Manuela Gómez-Correa, Javier Mauricio Antelis",nm000311,1
"Ravi Suppiah, Noori Kim",nm000311,1
"Jun Zhi, Qichen Zhang, Yimin Li, Juqin Zhang, Peisen Liu, Jiaofen Nan, Yanting Li, Duan Li","nm000151,nm000311",2
"Arie Rachmad Syulistyo, Yuichiro Tanaka, Ninnart Fuengfusin, Dinda Pramanta, Hakaru Tamukoh",nm000311,1
"Isabel Bandes, Yasuharu Koike","nm000160,nm000311",2
"Yue Wang, Yi-Xiang Wang, Weiqun Wang, Jianqiang Su, Bin Hu, Yuze Feng, Shuai Han, Hao Li, Jianghong He, Zeng-Guang Hou",nm000311,1
"wei jianqiu, Banghua Yang, Xiang Chen, Junhua Chen, Shuai Kuang","nm000167,nm000311",2
"Maged S. Al-Quraishi, Gamil Ahmed, Mahmoud S. AbouOmar, Fethi Ouerdane, Ahmed Eltayeb, Nezar  Mohammed Alyazidi, Syed Saad Azhar Ali","nm000158,nm000311",2
"Minindu Liyanage, P.G.H.H. Gunasekara, Ramith Laksara, Ruwan D. Ranaweera, Janaka Wijayakulasooriya, Nalin Harischandra, Tharaka L. Dassanayake","nm000167,nm000311",2
"Zheng Dong, Yabing Yang, Xueliang Bao, Jiao Wu","nm000158,nm000167,nm000311",3
"Albandari Alotaibi, Muhammad Hussain, Hatim Aboalsamh","nm000146,nm000311",2
"Jiyu Tan, Yurong Li, Jixiang Li, Nan Zheng",nm000311,1
"Hye-Bin Shin, Kang Yin, Seong–Whan Lee",nm000311,1
"Jinlin Yan, Yu Shan Chen",nm000311,1
"Arvasu Kulkarni, Aditya Mishra, Jeet Bandhu Lahiri, Mahir Jain, P. Runwal, Lakshya Saini, Siddharth Panwar, Sandeep Singh",nm000311,1
"Ying-Yu Cao, Shuo-Yu Bai, Zhen-Xi Zhao, Yong-Zheng He, Mo-Xiao Fu, Xue-Cheng Liu, Liang-Fei Niu",nm000311,1
"Yunziyu Zhang, Ruo-Xi Piao, H. O. Keleş, Mustafa Misir",nm000311,1
"Ji-Hoon Heo, Aleksandra Joanna Wisniewska, Seo-Hyun Lee, Seong-Whan Lee",nm000311,1
"Florencia Garro, Indya Ceroni, Andrea d’Avella, Marta Gandolla, E. Guanziroli, N. Irastorza-Landa, A. Ramos-Murguialday, D. Torricelli, M. Semprini",nm000311,1
"A. Duggento, M. De Lorenzo, S. Bargione, A. Conti, Vincenzo Catrambone, G. Valenza, N. Toschi","nm000311,nm000329,nm000339",3
"R. Kobler, J. Hirayama, Qibin Zhao, M. Kawanabe","nm000140,nm000339",2
"Nadia Mammone, Cosimo Ieracitano, Hojjat Adeli, Francesco Carlo Morabito",nm000339,1
"Colin Simon, David A. E. Bolton, Niamh C. Kennedy, Surjo Raphael Soekadar, Kathy L. Ruddy",nm000339,1
"Hao Zhu, Dylan Forenzo, Bin He",nm000339,1
"Julia Berezutskaya, Mariska J. Vansteensel, Erik J. Aarnoutse, Zachary V. Freudenburg, Giovanni Piantoni, Mariana Pedroso Branco, Nick F. Ramsey","nm000339,on000117,on002718,on003029,on003352,on003498,on003626,on003876,on004473,on004993,on005494,on005624",12
"Johannes Y. Lee, SangJoon Lee, Abhishek Mishra, Yan Xu, Brandon McMahan, Brent Gaisford, Charles Kobashigawa, Mike Qu, Chang Xie, Jonathan C. Kao","nm000144,nm000339",2
"Elisabetta Leogrande, Mariangela Filosa, Sara Ballanti, Luca De Cicco, Stefano Mazzoleni, Rochelle Ackerley, Calogero Maria Oddo, Francesco Dell’Olio",nm000339,1
"Stefano Tortora, Gloria Beraldo, Francesco Bettella, Emanuela Formaggio, Maria Rubega, Alessandra Del Felice, Stefano Masiero, Ruggero Carli, Nicola Petrone, Emanuele Menegatti, Luca Tonin","nm000140,nm000339",2
"Tao Fang, Zuoting Song, Gege Zhan, Xueze Zhang, Wei Mu, Pengchao Wang, Lihua Zhang, Xiaoyang Kang",nm000339,1
"Gianluca Amprimo, Irene Rechichi, Claudia Ferraris, Gabriella Olmo",nm000339,1
"Tao Fang, Junkongshuai Wang, Wei Mu, Zuoting Song, Xueze Zhang, Gege Zhan, Pengchao Wang, Jianxiong Bin, Lan Niu, Lihua Zhang, Xiaoyang Kang",nm000339,1
"Pascal Penava, Ricardo Buettner",nm000339,1
"Yanping Wang, Zheng Xu, Nuo Gao",nm000339,1
"Ang Li, Zikai Wang, Liuyin Yang, Zhenyu Wang, Tianheng Xu, Honglin Hu, M. V. Van Hulle","nm000112,nm000137,nm000339,on005505,on005506,on005507,on005508,on005509,on005510,on005511,on005512,on005514,on005515,on005540",14
"Dylan Forenzo, Hao Zhu, Bin He",nm000339,1
"Guillermo Sahonero-Alvarez, Avinash Kumar Singh, Kamran Sayrafian, Luigi Chieco Bianchi, Avid Roman–Gonzalez",nm000339,1
"Shurui Li, Yang Zhou, Deqiang Kong, Yangyang Miao, Ningzi Guan, Ganglong Gao, Jing Jin, Haifeng Ye",nm000339,1
"Nikolai Kapralov, Mina Jamshidi Idaji, Tilman Stephani, Alina A. Studenova, Carmen Vidaurre, Tomas Ros, Arno Villringer, Vadim V. Nikulin",nm000339,1
"Geeling Chau, Yujin An, A. Iqbal, Soon-Jo Chung, Yisong Yue, Sabera J. Talukder",nm000339,1
"Hyonyoung Shin, Daniel Suma, Bin He","nm000171,nm000339",2
"Yuta Sasatake, Kojiro Matsushita",nm000339,1
"Shunya Nagashima, Kanta Kaneda, Yuiga Wada, Tsumugi Iida, Misa Taguchi, Masayuki Hirata, Komei Sugiura",nm000339,1
"Taida Li, Yujun Yan, Fei Dou, Wen-Zhan Song, Xiang Zhang","nm000339,on003626",2
"Stavros-Theofanis Miloulis, Ioannis Zorzos, Iοannis Kakkos, Aikaterini S. Karampasi, Errikos C. Ventouras, Ioannis K. Kalatzis, Charalabos Papageorgiou, Pantelis A. Asvestas, George K. Matsopoulos",nm000339,1
"Pascal Penava, Marie-Louise Brozat, Yara Zimmermann, Johannes Breitenbach, Patrick Ulrich, Ricardo Buettner",nm000339,1
"Merlijn Quincent Mulder, Matias Valdenegro-Toro, A. Sburlea, Ivo Pascal de Jong",nm000339,1
"Tian-jian Luo, Xiaochen Zhang",nm000339,1
"Zi Wang, Ang Li, Guiying Xu, Tianheng Xu, Honglin Hu","nm000339,on005505,on005506,on005507,on005508,on005509,on005510,on005511,on005512,on005514,on005515",11
"Su Young Han, Shanshan Feng, Fan Li",nm000339,1
"Soon‐Cheol Chung, Jin-Su An, Kyu-Beom Kim, Mi‐Hyun Choi, Hyung-Sik Kim",nm000339,1
"Shuntaro Suzuki, Shunya Nagashima, Masayuki Hirata, Komei Sugiura",nm000339,1
"So-Hyun Kim, Seung-Won Seo",nm000339,1
"Ang Li, Zhenyu Wang, Tianheng Xu, Ting Zhou, Honglin Hu, Marc M. Van Hulle",nm000339,1
"Chao-Jen Huang, Cheng-Fu Cao, Kuo Kai Shyu, Te-Min Lee, Po‐Lei Lee",nm000339,1
"Guangyu Wang, Lin Ma, Hui Li","nm000115,nm000144,nm000146,nm000339",4
"Chenrui Zhang, Jiang Wang, Zhengze Jin, Haitao Yu",nm000339,1
"Balasubramanian Prabhu Kavin, Jeeva Selvaraj, Velliangiri Sarveshwaran, Bharat Ved Prakash",nm000339,1
"N. Kapralov, Mina Jamshidi Idaji, T. Stephani, A. Studenova, Carmen Vidaurre, T. Ros, Arno Villringer, Vadim V. Nikulin",nm000339,1
S. Brindha,nm000339,1
"Siqi Li, Zhi Li, Tonghang Liu, Shuai Zhang, Yanfei Jia, Zhiqiang Yi, Jue Xie, Ni Ji Peking University, Chinese Institute for Brain Research, Beijing, NeuCyber Neurotech, Beijing Medical University, Chinese Academy of Medical SciencesPeking Union Medical College","nm000177,nm000339",2
"Tianyi Zhao, Li Zhu, Lei Jin, Jia-Zheng Zhang, Chengrui Chen, Jianhai Zhang, Andrzej Cichocki, Jianghan Yan, Wan-Zeng Kong",nm000339,1
Bryant Liu,nm000339,1
"James R. Stieger, Stephen A. Engel, Bin He (75597)",nm000339,1
"Jean‐Baptiste Poline, David N. Kennedy, Friedrich T. Sommer, Giorgio A. Ascoli, David C. Van Essen, Adam R. Ferguson, Jeffrey Sean Grethe, Michael Hawrylycz, Paul M. Thompson, Russell Alan Poldrack, Satrajit Ghosh, David B. Keator, Thomas L. Athey, Joshua T Vogelstein, Helen S. Mayberg, Maryann Elizabeth Martone","nm000181,on002778,on004395,on004541,on005307,on005857,on006386,on006840,on007338,on007358,on007454,on007895",12
"Minji Lee, Chae-Bin Song, Gi-Hwan Shin, Seong–Whan Lee",nm000273,1
"Hyunsoo Yu, Suwhan Baek, Jiwoon Lee, Illsoo Sohn, Bosun Hwang, Cheolsoo Park",nm000329,1
"Shengyuan Cai, Haoran Li, Qiang Wu, Ju Liu, Yu Zhang",nm000329,1
"Carla Ferreira da Silva Pais-Vieira, Pedro João Soares Gaspar, Demétrio Matos, Leonor Palminha Alves, Bárbara Moreira da Cruz, Maria João Azevedo, Miguel Fernandes Gago, Tânia Poleri, André Perrotta, Miguel Pais-Vieira",nm000329,1
"Mustapha Moufassih, Ousama Tarahi, Soukaina Hamou, Said Agounad, Hafida Idrissi Azami",nm000329,1
"Ousama Tarahi, Soukaina Hamou, Mustapha Moufassih, Said Agounad, Hafida Idrissi Azami",nm000329,1
"Dong Min Roh, Zhao-Jun Bai",nm000329,1
"Ivaylo Ivaylov, Agata H. Manolova, Milena Kirilova Lazarova",nm000329,1
"Leonie Henschel, Sailesh Conjeti, Santiago Estrada, Kersten Diers, Bruce R. Fischl, Martin Reuter","on000117,on002718",2
"Karl John Friston, Katrin H. Preller, Christoph D. Mathys, Hayriye Cagnan, Jakob Heinzle, Adeel Razi, Peter Zeidman","on000117,on002718",2
Arnaud Delorme,"on000117,on002718,on003645",3
"François Tadel, Elizabeth A. Bock, Guiomar Niso, John C. Mosher, Martin Cousineau, Dimitrios Pantazis, Richard M. Leahy, Sylvain Baillet","on000117,on002718,on003392,on003703,on003922,on004012,on004346,on004998,on005241,on005261,on005810,on006035,on006629,on006720,on007523,on007524,on007615",17
"Andrew J. Quinn, Diego Vidaurre, Romesh Abeysuriya, Robert O. Becker, Anna Christina Nobre, Mark W. Woolrich","on000117,on002718",2
"Johannes J. Fahrenfort, Joram van Driel, Simon van Gaal, Christian N. L. Olivers","on000117,on002718,on003645",3
"Guiomar Niso, Krzysztof J. Gorgolewski, Elizabeth A. Bock, Teon L Brooks, Guillaume Flandin, Alexandre Gramfort, Richard N. Henson, Mainak Jas, Vladimir Litvak, Jeremy T. Moreau, Robert Oostenveld, Jan‐Mathijs Schoffelen, François Tadel, Joseph Wexler, Sylvain Baillet","on000117,on002718,on007615",3
"Scott Makeig, Christian Andreas Kothe, Tim R. Mullen, Nima Bigdely-Shamlo, Zhilin Zhang, Kenneth Kreutz-Delgado","nm000143,on000117,on002718,on003004",4
"José David López, Vladimir Litvak, Jairo Jose Espinosa, Karl John Friston, Gareth Robert Barnes","on000117,on002718",2
"Lea Waller, Susanne Erk, Elena Pozzi, Yara Jo Toenders, Courtney C. Haswell, Marc Büttner, Paul M. Thompson, Lianne Schmaal, Rajendra A. Morey, Henrik Walter, Ilya Milos Veer","on000117,on002718,on007615",3
Heinrich R. Liesefeld,"on000117,on002718,on003645",3
"Alexandre Gramfort, Gabriel Peyré, Marco Cuturi",on000117,1
